@relation feature_values_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute DefaultAccuracy numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute IncompleteInstanceCount numeric
@attribute InstanceCount numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute NumAttributes numeric
@attribute NumBinaryAtts numeric
@attribute NumMissingValues numeric
@attribute NumNominalAtts numeric
@attribute NumNumericAtts numeric
@attribute PercentageOfBinaryAtts numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNominalAtts numeric
@attribute PercentageOfNumericAtts numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute ClassCount numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute NegativePercentage numeric
@attribute NoiseToSignalRatio numeric
@attribute PositivePercentage numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.Kappa numeric
@attribute JRipAUC numeric
@attribute JRipErrRate numeric
@attribute JRipKappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute SimpleLogisticAUC numeric
@attribute SimpleLogisticErrRate numeric
@attribute SimpleLogisticKappa numeric
@attribute kNN_1NAUC numeric
@attribute kNN_1NErrRate numeric
@attribute kNN_1NKappa numeric
@attribute kNN_2NAUC numeric
@attribute kNN_2NErrRate numeric
@attribute kNN_2NKappa numeric
@attribute kNN_3NAUC numeric
@attribute kNN_3NErrRate numeric
@attribute kNN_3NKappa numeric
@attribute NBTreeAUC numeric
@attribute NBTreeErrRate numeric
@attribute NBTreeKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute SVMe1AUC numeric
@attribute SVMe1ErrRate numeric
@attribute SVMe1Kappa numeric
@attribute SVMe2AUC numeric
@attribute SVMe2ErrRate numeric
@attribute SVMe2Kappa numeric
@attribute SVMe3AUC numeric
@attribute SVMe3ErrRate numeric
@attribute SVMe3Kappa numeric

@data
940,1,39,527,146,560,21,0.848197,447,80,2,0.074004,146,527,527,25.93918,43.511607,257.470588,0.454223,6.467496,43,39,0,560,17,21,0,0.027247,0.435897,0.538462,159.093179,0,0,0,1,0,0,0,1,2,0.614333,1.815085,7.318178,0.33846,0.848197,20.622002,0.151803,0.899091,0.060721,0.771249,0.96889,0.013283,0.96889,0.013283,0.96889,0.013283,0.499441,0.151803,0,0.499441,0.151803,0,0.499441,0.151803,0,0.946498,0.946498,0.946498,0.978146,0.005693,0.977549,0.494699,0.165085,0.007533,0.498015,0.163188,0.011084,0.498015,0.163188,0.011084,0.993289,0.037951,0.842958,0.5434,0.218216,0.101922,0.602679,0.242884,0.175314,0.593275,0.16888,0.111736,0.987724,0.011385,0.956238,0.723253,0.185958,0.270392,0.624641,0.390892,0.132212,0.652242,0.394687,0.128898,0.671896,0.42315,0.129545
941,1,10,189,0,0,2,0.52381,99,90,2,0.05291,0,189,6,1.415326,76.526455,3,1.050856,17.939029,2,10,4,0,7,2,0.4,0,0.7,0.2,1.527525,0,0,2,1,0,0,2,1,2,0.998364,11.402739,0.962177,0.087555,0.52381,9.989437,0.47619,0.82413,0.164021,0.665983,0.82413,0.164021,0.82413,0.164021,0.82413,0.164021,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.665983,0.665983,0.665983,0.857856,0.190476,0.615854,0.565376,0.449735,0.107054,0.603479,0.417989,0.158295,0.644669,0.291005,0.40678,0.842256,0.169312,0.656442,0.708754,0.301587,0.394537,0.787224,0.301587,0.402396,0.823457,0.216931,0.560938,0.832323,0.190476,0.615463,0.864422,0.174603,0.646609,0.874186,0.15873,0.678899,0.828058,0.185185,0.627848,0.783248,0.259259,0.481089
942,1,5,50,0,0,2,0.52,26,24,2,0.1,0,50,50,-0.528435,892.09,29.5,-0.076642,113.899905,9,5,0,0,2,2,0,0,0.4,0.4,28.991378,0,0,0,0,0,0,0,0,2,0.998846,1.586423,4.372502,0.629621,0.52,5.944654,0.48,0.527244,0.48,0.038462,0.5,0.48,0.5,0.48,0.5,0.48,0.5,0.48,0,0.5,0.48,0,0.5,0.48,0,0,0,0,0.643429,0.38,0.23756,0.56891,0.46,0.077047,0.539263,0.5,-0.00321,0.512821,0.48,0.03537,0.483173,0.52,-0.058632,0.520833,0.48,0.041534,0.544872,0.48,0.032258,0.620192,0.42,0.165342,0.557692,0.46,0.077047,0.533654,0.54,-0.076555,0.566795,0.52,-0.038339,0.565705,0.5,-0.006441,0.552885,0.48,0.029126
943,1,11,500,0,0,10,0.518,259,241,2,0.022,0,500,-1,-1.184392,-0,-1,-0.030896,1,-1,11,0,0,0,10,0,0,0,0.909091,-1,0,0,0,3,0,0,0,3,2,0.999065,-1,-1,-1,0.518,-1,0.482,0.702751,0.326,0.349872,0.755139,0.27,0.797321,0.242,0.800894,0.228,0.709303,0.322,0.357296,0.728088,0.288,0.429829,0.82583,0.208,0.580679,0.454501,0.513196,0.541823,0.834481,0.168,0.662102,0.705154,0.322,0.358586,0.791362,0.268,0.464231,0.843942,0.198,0.599851,0.903811,0.168,0.663273,0.726926,0.272,0.454508,0.776775,0.312,0.383019,0.810819,0.246,0.507006,0.848556,0.198,0.603772,0.89468,0.198,0.603429,0.901841,0.174,0.651297,0.904869,0.172,0.655752,0.894231,0.178,0.643384
944,1,10,130,69,97,6,0.507692,66,64,2,0.076923,69,130,2,1.37415,15.968192,2,0.780654,3.696832,2,10,3,97,3,6,0.3,0.074615,0.3,0.6,0,0,0,0,3,0,0,0,3,2,0.999829,5.361787,0.757022,0.186473,0.507692,3.059684,0.492308,0.774148,0.2,0.597811,0.774148,0.2,0.774148,0.2,0.774148,0.2,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.774148,0.2,0.597811,0.597811,0.597811,0.597811,0.830374,0.246154,0.507342,0.774148,0.2,0.597811,0.796638,0.246154,0.505938,0.828007,0.315385,0.370423,0.808239,0.215385,0.567285,0.676373,0.323077,0.353081,0.752131,0.346154,0.309979,0.765388,0.276923,0.444444,0.84742,0.246154,0.507576,0.792377,0.223077,0.552788,0.744318,0.207692,0.582441,0.763793,0.261538,0.475059,0.735085,0.292308,0.414414
945,1,7,76,0,0,3,0.526316,40,36,2,0.092105,0,76,4,0.637719,54.942982,2.666667,0.407893,52.231087,2,7,2,0,3,3,0.285714,0,0.428571,0.428571,1.154701,0,0,0,1,0,0,0,2,2,0.998001,48.03055,1.16994,0.020778,0.526316,55.30542,0.473684,0.660069,0.315789,0.385445,0.747222,0.315789,0.747222,0.315789,0.747222,0.315789,0.5375,0.460526,0.051355,0.691667,0.394737,0.197183,0.722569,0.342105,0.310056,0.378747,0.378747,0.378747,0.640625,0.355263,0.290456,0.695139,0.381579,0.258412,0.667361,0.381579,0.207194,0.784722,0.263158,0.470752,0.648264,0.368421,0.269231,0.675,0.328947,0.34663,0.711111,0.302632,0.385373,0.735069,0.328947,0.344828,0.76875,0.315789,0.368421,0.730556,0.342105,0.321429,0.602778,0.407895,0.176224,0.772222,0.315789,0.370166,0.726389,0.328947,0.341193
946,1,3,88,0,0,2,0.511364,45,43,2,0.034091,0,88,-1,-1.36205,6.995733,-1,0.296285,2.532591,-1,3,0,0,0,2,0,0,0,0.666667,-1,0,0,0,3,0,0,0,0,2,0.999627,-1,-1,-1,0.511364,-1,0.488636,0.572868,0.443182,0.111801,0.48863,0.511364,0.48863,0.511364,0.48863,0.511364,0.544444,0.477273,0.036998,0.544444,0.477273,0.036998,0.544444,0.477273,0.036998,-0.022727,-0.022727,-0.022727,0.572868,0.443182,0.110881,0.601809,0.397727,0.203723,0.601809,0.397727,0.203723,0.601809,0.397727,0.203723,0.563824,0.454545,0.101582,0.497674,0.5,-0.00467,0.497674,0.5,-0.00467,0.497674,0.5,-0.00467,0.48863,0.511364,-0.022727,0.60646,0.409091,0.183084,0.592765,0.409091,0.184766,0.592765,0.409091,0.184766,0.592765,0.409091,0.184766
947,1,5,559,0,0,3,0.957066,535,24,2,0.008945,0,559,43,33.868158,9034.430829,43,3.343804,69566.871707,43,5,0,0,1,3,0,0,0.2,0.6,0,0,0,0,0,0,0,0,2,2,0.255586,1.517145,5.426265,0.168465,0.957066,31.210082,0.042934,0.760202,0.019678,0.693454,0.499533,0.042934,0.499533,0.042934,0.499533,0.042934,0.855452,0.019678,0.693454,0.855452,0.019678,0.693454,0.855452,0.019678,0.693454,0,0,0,0.760202,0.019678,0.693454,0.763357,0.033989,0.560152,0.763357,0.033989,0.560152,0.763357,0.033989,0.560152,0.760202,0.019678,0.693454,0.751324,0.035778,0.546597,0.751324,0.035778,0.546597,0.751324,0.035778,0.546597,0.858801,0.019678,0.693454,0.872975,0.019678,0.693454,0.770833,0.019678,0.693454,0.770833,0.019678,0.693454,0.770833,0.019678,0.693454
948,1,4,2178,0,0,3,0.555096,1209,969,2,0.001837,0,2178,-1,3.045251,45.745598,-1,0.82058,88.629653,-1,4,0,0,0,3,0,0,0,0.75,-1,0,0,0,16,0,0,1,9,2,0.991223,-1,-1,-1,0.555096,-1,0.444904,0.501012,0.482553,0.000403,0.499535,0.444904,0.499535,0.444904,0.499535,0.444904,0.499535,0.444904,0,0.499535,0.444904,0,0.499535,0.444904,0,0,0,0,0.51421,0.476125,0.025363,0.501695,0.482094,0.001459,0.509944,0.480716,0.004625,0.511442,0.455923,-0.000866,0.503053,0.4573,0.009205,0.514123,0.479339,0.028145,0.531814,0.455464,0.021975,0.542662,0.455464,0.070257,0.499535,0.444904,0,0.505074,0.464187,0.000311,0.522805,0.438476,0.027716,0.517502,0.445363,0.02112,0.51389,0.449036,0.022611
949,1,5,559,0,0,3,0.856887,479,80,2,0.008945,0,559,43,34.455339,7930.94842,43,3.360839,60409.700231,43,5,0,0,1,3,0,0,0.2,0.6,0,0,0,1,2,0,0,1,2,2,0.592333,3.968792,5.426265,0.149248,0.856887,35.357448,0.143113,0.710451,0.143113,0,0.499478,0.143113,0.499478,0.143113,0.499478,0.143113,0.499478,0.143113,0,0.499478,0.143113,0,0.499478,0.143113,0,0,0,0,0.552623,0.153846,0.101387,0.624948,0.144902,0.184059,0.679371,0.18068,0.182453,0.603445,0.205725,0.182489,0.743098,0.155635,0.159863,0.585947,0.209302,0.176627,0.661869,0.146691,0.179883,0.706133,0.161002,0.22205,0.795515,0.161002,0.240787,0.714733,0.13059,0.207677,0.711221,0.152057,0.211775,0.692563,0.143113,0.243112,0.714301,0.152057,0.222073
950,1,5,559,0,0,3,0.966011,540,19,2,0.008945,0,559,43,34.455339,7930.94842,43,3.360839,60409.700231,43,5,0,0,1,3,0,0,0.2,0.6,0,0,0,0,2,0,0,0,3,2,0.214019,1.31123,5.426265,0.16322,0.966011,32.245046,0.033989,0.842105,0.010733,0.807175,0.486842,0.033989,0.486842,0.033989,0.486842,0.033989,0.83538,0.010733,0.807175,0.83538,0.010733,0.807175,0.83538,0.010733,0.807175,0,0,0,0.842105,0.010733,0.807175,0.83538,0.010733,0.807175,0.836355,0.017889,0.71301,0.83655,0.021467,0.673099,0.842105,0.010733,0.807175,0.834552,0.021467,0.673099,0.839035,0.010733,0.807175,0.838158,0.012522,0.78158,0.873869,0.010733,0.807175,0.812232,0.010733,0.807175,0.774561,0.010733,0.807175,0.782066,0.017889,0.71301,0.772612,0.021467,0.673099
951,1,5,559,0,0,3,0.976744,546,13,2,0.008945,0,559,43,33.868158,9034.430829,43,3.343804,69566.871707,43,5,0,0,1,3,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,2,0.15935,1,5.426265,0.15935,0.976744,33.05248,0.023256,1,0,1,0.480769,0.023256,0.480769,0.023256,0.480769,0.023256,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
952,1,10,214,0,0,9,0.35514,76,9,6,0.046729,0,214,-1,9.591524,11.265852,-1,1.63715,0.689541,-1,10,0,0,0,9,0,0,0,0.9,-1,2,0,3,3,1,0,3,4,6,2.176534,-1,-1,-1,0.35514,-1,0.042056,0.691183,0.551402,0.241135,0.773676,0.345794,0.773676,0.345794,0.773676,0.345794,0.686992,0.551402,0.23926,0.780444,0.411215,0.431504,0.780444,0.411215,0.431504,0.527735,0.527735,0.527735,0.765453,0.378505,0.471347,0.623339,0.542056,0.216018,0.730319,0.476636,0.319534,0.753342,0.383178,0.468645,0.78684,0.38785,0.459481,0.746775,0.35514,0.507301,0.79021,0.420561,0.441351,0.807046,0.373832,0.49081,0.809588,0.341121,0.523865,0.726092,0.570093,0.266073,0.807527,0.392523,0.455372,0.829208,0.383178,0.472336,0.832208,0.369159,0.4928
954,1,103,531,0,0,100,0.896422,476,55,2,0.193974,0,531,531,5.665137,4677.608287,267.5,0.957327,1314.816078,4,103,0,0,2,100,0,0,0.019417,0.970874,372.645274,0,0,0,7,0,0,0,0,2,0.480237,1.992811,5.442477,0.240984,0.896422,21.584349,0.103578,0.907066,0.06403,0.694497,0.876547,0.054614,0.876547,0.054614,0.876547,0.054614,0.495455,0.103578,0,0.495455,0.103578,0,0.495455,0.103578,0,0.708247,0.708247,0.708247,0.900688,0.047081,0.748489,0.877502,0.103578,0,0.935275,0.082863,0.560844,0.924866,0.073446,0.573634,0.991635,0.026365,0.858021,0.672956,0.107345,0.407656,0.846849,0.092279,0.586245,0.898205,0.086629,0.474325,0.912911,0.056497,0.69576,0.944348,0.163842,0.46569,0.979908,0.056497,0.709762,0.978762,0.052731,0.744773,0.989132,0.073446,0.695173
955,1,6,151,0,0,3,0.655629,99,52,2,0.039735,0,151,2,-0.700582,16.538631,2,0.447382,8.914484,2,6,2,0,2,3,0.333333,0,0.333333,0.5,0,0,0,0,5,0,0,0,5,2,0.92894,17.376138,0.660678,0.053461,0.655629,11.358215,0.344371,0.561092,0.337748,0.128748,0.531954,0.344371,0.561092,0.337748,0.562063,0.344371,0.531954,0.344371,0.056477,0.531954,0.344371,0.056477,0.576632,0.337748,0.109814,0.056477,0.128748,0.143543,0.55371,0.350993,0.131525,0.556624,0.337748,0.079818,0.574883,0.350993,0.064742,0.554196,0.331126,0.131984,0.561092,0.337748,0.128748,0.576535,0.370861,0.139426,0.656258,0.390728,0.197026,0.657634,0.357616,0.162145,0.662296,0.337748,0.128748,0.595085,0.344371,0.13467,0.532246,0.337748,0.128748,0.593823,0.317881,0.22531,0.590521,0.390728,0.023243
956,1,59,106,0,0,0,0.679245,72,34,2,0.556604,0,106,106,0,0,5.724138,0,0,2,59,1,0,58,0,0.016949,0,0.983051,0,13.400436,0,0,0,1,0,0,0,0,2,0.9052,21.486182,2.012229,0.042129,0.679245,46.763047,0.320755,0.510008,0.320755,0,0.5,0.320755,0.5,0.320755,0.5,0.320755,0.5,0.320755,0,0.5,0.320755,0,0.5,0.320755,0,0,0,0,0.540033,0.367925,0.009583,0.627655,0.330189,0.041344,0.640319,0.339623,0.220588,0.661969,0.330189,0.281286,0.589257,0.386792,0.119173,0.539624,0.433962,0.075815,0.631536,0.386792,0.215807,0.682598,0.311321,0.268507,0.602124,0.386792,0.170294,0.739788,0.264151,0.393791,0.666667,0.40566,0.199508,0.70384,0.358491,0.268169,0.713644,0.330189,0.311688
957,1,9,412,49,96,4,0.771845,318,94,2,0.021845,49,412,7,5.217279,297.929902,4.25,1.109143,227.478594,2,9,1,96,4,4,0.111111,0.02589,0.444444,0.444444,2.217356,1,0,1,0,1,0,1,0,2,0.774782,23.273984,1.362338,0.03329,0.771845,39.923821,0.228155,0.525508,0.220874,0.089823,0.5,0.228155,0.536966,0.223301,0.536966,0.223301,0.612354,0.218447,0.064204,0.682089,0.196602,0.223618,0.698046,0.196602,0.231626,0,0.07479,0.07479,0.525977,0.220874,0.089823,0.583568,0.208738,0.13513,0.585993,0.199029,0.226132,0.549482,0.208738,0.204705,0.60272,0.203883,0.190645,0.561488,0.300971,0.125804,0.575823,0.245146,0.061271,0.58994,0.26699,0.123743,0.65891,0.218447,0.207557,0.644386,0.230583,0.233271,0.596113,0.199029,0.193006,0.595243,0.237864,0.226039,0.579553,0.296117,0.13326
958,1,20,2310,0,0,19,0.857143,1980,330,2,0.008658,0,2310,-1,36.391584,24.633144,-1,3.143448,25.314714,-1,20,0,0,0,19,0,0,0,0.95,-1,0,0,0,3,0,0,0,13,2,0.591673,-1,-1,-1,0.857143,-1,0.142857,0.874848,0.11039,0.344954,0.984833,0.009524,0.984833,0.009524,0.985072,0.008658,0.682576,0.109524,0.352468,0.926615,0.048918,0.784762,0.984893,0.012987,0.9475,0.961596,0.961596,0.964824,0.982082,0.011688,0.952212,0.783708,0.142857,0,0.881132,0.077489,0.611473,0.966702,0.047619,0.77551,0.999071,0.003463,0.985787,0.983431,0.009957,0.959598,0.987711,0.011255,0.954839,0.989663,0.008658,0.965,0.970777,0.011255,0.952727,0.987314,0.154545,0.56273,0.997695,0.004329,0.982278,0.998846,0.00303,0.987579,0.998871,0.003463,0.985823
960,1,9,90,3,3,0,0.711111,64,26,2,0.1,3,90,4,0,0,2.875,0,0,2,9,2,3,8,0,0.222222,0.003704,0.888889,0,0.64087,0,0,0,0,0,0,0,0,2,0.867282,68.602261,1.111137,0.012642,0.711111,86.891306,0.288889,0.484375,0.288889,0,0.5,0.288889,0.5,0.288889,0.5,0.288889,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0,0,0,0.5,0.288889,0,0.505108,0.288889,0,0.470553,0.377778,-0.094421,0.510517,0.277778,0.110672,0.5,0.288889,0,0.492488,0.288889,0.088785,0.487079,0.288889,0,0.496995,0.288889,0,0.557138,0.311111,0.073529,0.492788,0.311111,0.018692,0.462139,0.333333,0.007353,0.498197,0.455556,0.034537,0.507212,0.444444,0.008811
961,1,8,285,18,27,3,0.585965,167,118,2,0.02807,18,285,95,-1.143918,27.334509,25.75,-0.074787,7.081739,2,8,1,27,4,3,0.125,0.011842,0.5,0.375,46.169073,0,0,0,0,0,0,0,0,2,0.978571,8.316398,2.601225,0.117668,0.585965,21.106548,0.414035,0.767989,0.280702,0.439611,0.77347,0.25614,0.77347,0.25614,0.77347,0.25614,0.498503,0.414035,0,0.498503,0.414035,0,0.498503,0.414035,0,0.472771,0.472771,0.472771,0.685451,0.277193,0.417871,0.714275,0.326316,0.2723,0.704658,0.305263,0.368522,0.714249,0.312281,0.358806,0.786131,0.242105,0.497919,0.492261,0.470175,0.068082,0.605552,0.45614,0.141089,0.65343,0.34386,0.287791,0.792373,0.280702,0.422931,0.82107,0.231579,0.520349,0.804628,0.249123,0.487215,0.759562,0.277193,0.458995,0.766525,0.266667,0.480152
962,1,7,2000,0,0,6,0.9,1800,200,2,0.0035,0,2000,-1,-0.539127,1052.699732,-1,0.531036,630.907083,-1,7,0,0,0,6,0,0,0,0.857143,-1,0,0,1,0,0,0,1,0,2,0.468996,-1,-1,-1,0.9,-1,0.1,0.925139,0.0465,0.771611,0.945901,0.009,0.945901,0.009,0.945901,0.009,0.925139,0.0465,0.771611,0.945901,0.009,0.948157,0.945901,0.009,0.948157,0.948157,0.948157,0.948157,0.989414,0.005,0.972345,0.925139,0.0465,0.771611,0.98771,0.0085,0.950924,0.996164,0.0055,0.969647,0.991978,0.0015,0.991611,0.992725,0.0015,0.991611,0.992817,0.0015,0.991611,0.992746,0.0015,0.991611,0.991885,0.0015,0.991611,0.98973,0.0015,0.991611,0.993239,0.0015,0.991611,0.992667,0.0015,0.991611,0.994033,0.002,0.988839
963,1,14,294,293,782,6,0.639456,188,106,2,0.047619,293,294,4,1.030483,95.162434,2.714286,0.554279,19.599081,2,14,3,782,7,6,0.214286,0.18999,0.5,0.428571,0.755929,1,0,1,0,1,0,1,0,2,0.943134,7.574448,0.886697,0.124515,0.639456,6.121192,0.360544,0.788815,0.180272,0.596593,0.769545,0.187075,0.769545,0.187075,0.735975,0.20068,0.793582,0.227891,0.518645,0.793582,0.227891,0.518645,0.793582,0.227891,0.518645,0.579585,0.579585,0.54513,0.769947,0.183673,0.586347,0.731157,0.285714,0.367353,0.736953,0.217687,0.487861,0.792127,0.238095,0.437336,0.89299,0.190476,0.588606,0.776897,0.214286,0.543726,0.823966,0.190476,0.572852,0.861075,0.173469,0.629137,0.862003,0.183673,0.588107,0.893567,0.170068,0.631172,0.887395,0.180272,0.606614,0.877057,0.170068,0.631172,0.796695,0.207483,0.550954
964,1,23,36,0,0,21,0.666667,24,12,2,0.638889,0,36,4,-0.06261,211.37172,4,0.455852,71.35213,4,23,0,0,1,21,0,0,0.043478,0.913043,0,0,0,0,0,0,0,0,0,2,0.918296,1.594477,1.991076,0.575923,0.666667,2.457192,0.333333,0.638889,0.277778,0.347826,0.590278,0.333333,0.590278,0.333333,0.590278,0.333333,0.5,0.333333,0,0.5,0.333333,0,0.5,0.333333,0,0.217391,0.217391,0.217391,0.684028,0.277778,0.347826,0.791667,0.194444,0.571429,0.802083,0.222222,0.454545,0.822917,0.222222,0.454545,0.822917,0.111111,0.73913,0.729167,0.25,0.44898,0.828125,0.222222,0.555556,0.836806,0.194444,0.571429,0.940972,0.083333,0.808511,0.871528,0.194444,0.571429,0.854167,0.138889,0.666667,0.849537,0.222222,0.428571,0.873843,0.277778,0.25
965,1,18,101,0,0,1,0.594059,60,41,2,0.178218,0,101,100,-0.651709,2.841584,8.125,0.136666,2.033385,2,18,15,0,16,1,0.833333,0,0.888889,0.055556,24.5,0,0,0,0,0,0,0,0,2,0.97432,3.213612,1.176035,0.303185,0.594059,2.878933,0.405941,1,0,1,1,0,1,0,1,0,0.493902,0.405941,0,0.493902,0.405941,0,0.493902,0.405941,0,1,1,1,1,0,1,0.98374,0.019802,0.958943,0.98374,0.019802,0.958943,0.98374,0.019802,0.958943,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
966,1,18,1340,20,20,15,0.906716,1215,125,2,0.013433,20,1340,1339,2.124916,637.424055,673,0.832343,324.929668,7,18,0,20,2,15,0,0.000829,0.111111,0.833333,941.866233,0,0,1,1,0,0,1,1,2,0.447336,1.955556,6.406097,0.228751,0.906716,27.004628,0.093284,0.840072,0.077612,0.588459,0.794805,0.062687,0.796889,0.05597,0.796889,0.05597,0.497794,0.093284,0,0.497794,0.093284,0,0.497794,0.093284,0,0.584726,0.59143,0.59143,0.831444,0.056716,0.657347,0.731236,0.093284,0,0.737021,0.079104,0.309312,0.737021,0.079104,0.309312,0.967052,0.050746,0.652651,0.789185,0.063433,0.606672,0.845317,0.069403,0.449461,0.878094,0.060448,0.562621,0.904336,0.067164,0.578778,0.94845,0.123881,0.490669,0.89302,0.052239,0.686696,0.914125,0.056716,0.568785,0.926802,0.069403,0.648938
968,1,4,365,30,30,1,0.854795,312,53,2,0.010959,30,365,31,-0.700437,9132.161644,21,-0.329629,817.882087,11,4,0,30,2,1,0,0.020548,0.5,0.25,14.142136,0,0,1,17,0,0,1,17,2,0.597711,60.167944,4.183276,0.009934,0.854795,420.105184,0.145205,0.896226,0.164384,0.367527,0.896226,0.164384,0.896226,0.164384,0.78438,0.164384,0.78438,0.164384,0.367527,0.705552,0.158904,0.293486,0.705552,0.158904,0.293486,0.367527,0.367527,0.367527,0.841497,0.147945,0.484733,0.896226,0.164384,0.367527,0.749879,0.164384,0.37685,0.743015,0.158904,0.38861,0.924952,0.131507,0.415298,0.730527,0.120548,0.506666,0.831096,0.120548,0.580153,0.864357,0.136986,0.41129,0.645622,0.158904,0.226638,0.916667,0.120548,0.529143,0.827225,0.167123,0.36176,0.814708,0.238356,0.246387,0.60593,0.279452,0.191039
969,1,5,150,0,0,4,0.666667,100,50,2,0.033333,0,150,-1,-0.780578,3.463667,-1,0.066477,0.94731,-1,5,0,0,0,4,0,0,0,0.8,-1,0,0,1,0,0,0,1,0,2,0.918296,-1,-1,-1,0.666667,-1,0.333333,1,0,1,0.99,0.006667,0.99,0.006667,0.99,0.006667,1,0,1,1,0,1,1,0,1,0.984925,0.984925,0.984925,0.98,0.013333,0.969697,1,0,1,1,0,1,1,0,1,1,0.006667,0.985075,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
970,1,71,841,0,0,70,0.623068,524,317,2,0.084423,0,841,-1,2.331654,10.125242,-1,1.112051,5.356526,-1,71,0,0,0,70,0,0,0,0.985915,-1,0,0,1,0,0,0,1,0,2,0.955847,-1,-1,-1,0.623068,-1,0.376932,0.855495,0.143876,0.703124,0.933609,0.067776,0.922842,0.0761,0.925892,0.060642,0.808926,0.219976,0.570481,0.915775,0.096314,0.794051,0.915687,0.074911,0.838402,0.855975,0.839386,0.871455,0.939542,0.061831,0.868527,0.721868,0.306778,0.367374,0.880262,0.187872,0.583413,0.879633,0.153389,0.674048,0.999579,0.007134,0.984773,0.99302,0.009512,0.979798,0.99947,0.009512,0.979849,0.999961,0.003567,0.99241,0.999699,0.008323,0.982313,0.994644,0.011891,0.974748,0.998438,0.01308,0.972309,0.998415,0.010702,0.977344,0.999133,0.007134,0.984849
